FS_PERM_SEC_ID,FF_MKT_VAL_CURR,DATE,FF_FPNC,FF_SALES,FF_OPER_EXP_TOT,FF_CASH_ST,FF_CASH_ONLY,FF_INVEN,FF_ASSETS_CURR,FF_INTANG,FF_ASSETS,FF_LIABS_CURR,FF_DEBT_ST,FF_PAY_ACCT,FF_DEBT_LT,FF_COM_EQ,FF_DEBT,FF_SHLDRS_EQ,FF_WKCAP_CHG,FF_DIV_CF,FF_BPS,FF_COM_SHS_OUT,FF_PPE_NET,FF_RECEIV_ST,FF_DIV_PAY_OUT_PS,FF_AMORT_CF,FF_COM_EQ_RETAIN_EARN,FF_DEP_EXP,FF_GW,FF_PENS_EXP_NPP_NET,FF_DEBT_ST_NOTES_PAY,FF_DIV_COM_CF,FF_DEBT_LT_REDUCT_CF,FF_COGS_XDEP,FF_DEP_AMORT_EXP,FF_RD_EXP,FF_COGS,FF_INT_EXP_NET,FF_NET_INC,FF_LIABS,FF_OPER_CF,FF_CAPEX,FF_EBITDA_OPER,FF_SGA,FF_EBIT_OPER,FF_WKCAP
BYP1RG-S-CA,,20100331,201003,3.331978,4.1499,0.105534,0.105534,0.021033,0.999187,0.159425,1.858687,1.461188,0.001191,0.897628,0.824978,-0.735807,0.826169,-0.735807,0.840395,0,-0.07355,10.0041961,0.288221,0.841369,0,0.014112,0,0.118794,0,,,0,0.064013,0.34083,0.132906,0.259234,0.473736,0.047009,-0.825714,2.594494,0.272578,0.333892,-0.68501,3.676164,-0.81792,-0.462001
KV90L8-S,,20101231,201012,2002.118,1868.597,0,0,9.053,310.815,605.388,1623.606,247.614,37.16,196.804,630.535,602.678,667.695,602.678,-19.004,38.107,6.32213,95.328255,688.176,292.592,,27.57,31.441,99.089,432.784,3.166,,38.107,571.853,1409.671,126.659,,1536.33,37.63,104.592,1020.928,200.39,101.932,260.18,332.267,133.521,63.201
CGLP6Q-S-CA,,20100331,201003,0,1.914,0.774,,0,1.091,0,50.114,7.445,5,2.372,36.231,6.438,41.231,6.438,-0.201,0,0.05193,123.979861,41.032,0.092,0,0,-81.038,0.03,0,,,0,0,0,0.03,0,0.03,11.693,-17.075,43.676,-12.843,7.36,-1.884,1.884,-1.914,-6.354
HHGP2K-S-MX,27993.9,20101231,201012,23375,22227,2163,2163,3239,9713,,30828,27601,19714,1590,1420,-804,21134,-804,-369,0,-2.07829,386.857143,13452,4311,0,,-9778,,595,486,,0,2116,15765,1495,0,17260,1977,-1198,30227,1512,1074,2643,4967,1148,-17888
CW2008-S-CA,354.527,20100930,201009,0,3.656027,3.738671,1.271986,0,4.08055,0,34.519308,0.854832,0.015037,0.827036,0.001108,33.32445,0.016145,33.32445,-0.12153,0,17.14415,1.94377998,9.453258,0,0,0,-38.899103,0.12762,0,,,0,0.149206,0,0.12762,0,0.12762,,-4.493628,1.194858,-3.528531,2.907985,-3.52841,3.51304,-3.65603,3.225718
SC7C76-S-CA,,20100331,201003,438.568,407.264,141.396,141.396,46.212,265.149,0,856.629,156.112,63.206,65.32,29.115,577.472,92.321,577.472,-5.573,0,2.28518,252.702907,514.323,62.021,0,,120.195,43.857,0,,,0,54.875,339.627,44.515,0,384.142,14.109,40.804,255.589,82.924,27.459,75.819,22.116,31.304,109.037
VJ2NL0-S-CA,,20100930,201009,0,0.250795,0.751831,0.751831,0,0.762414,0,1.714605,0.040879,0,0.03088,0,1.673726,0,1.673726,-0.008624,0,0.05263,31.802909,0.942138,0.008389,0,,-21.759954,0.000333,0,,,0,0,0,0.000333,0,0.000333,0,0.007873,0.040879,-0.242407,0.022623,-0.25047,0.250462,-0.2508,0.721535
RMJ67C-S-CA,7.14656,20100630,201006,0,0.675295,0.082513,0.057358,0,0.156677,0,1.425698,0.363798,,0.044828,0,1.0619,0,1.0619,-0.011953,0,0.12109,8.76937684205,1.106541,0.050059,0,0,-9.136594,0.002137,0,,,0,0,0,0.002137,0,0.002137,0,-0.589916,0.363798,-0.474541,0.352971,-0.67316,0.673158,-0.6753,-0.207121
XD0FJ9-S-CA,3.25969,20101031,201010,0,1.967756,1.98891,1.98341,0,2.16864,0,23.104522,0.262227,0,0.262227,0,22.842295,0,22.842295,-0.028878,0,1.13255,20.1688466,0.021321,0.140622,0,,-19.245355,0.006937,0,,,0,0,0.437854,0.006937,0,0.444791,0,-2.4194,0.262227,-1.295613,4.030816,-1.96082,1.179196,-1.96776,1.906413
GYGMWY-S-CA,218.663,20101231,201012,0,4.74223376679531,5.90923655,,0,5.95494445,0,5.95494445,10.84767705,0,0.2702728,0,-4.8927326,0,-4.8927326,0.11948286640926,0,-0.71738,6.82024128636,0,0.0079492,0,0,-108.12203745,0,,,,0,0,0,0,0.72925749498068,0,0,-8.05788330965242,10.84767705,-1.98588764169881,0,-4.74223,4.74223376679531,-4.74223,-4.8927326
N27QF6-S-CA,98.8885,20100131,201001,0,0.346104,0.199805,0.058805,0,0.208979,0,0.257798,0.062861,0,0.060057,0,0.194937,0,0.194937,-0.042747,0,0.01315,14.818595,0.048819,0.001705,0,0,-17.757708,0.024046,0,,,0,0,0.130584,0.024046,0,0.15463,,-0.343869,0.062861,-0.288134,0.00085,-0.32206,0.085106,-0.34611,0.146118
TWZ5KZ-S-CA,2.08296,20100630,201006,0,0.323293,0.33495,0.32245,0,0.343727,0,0.40558,0.02249,0,0.02249,0,0.38309,0,0.38309,-0.002381,0,0.02976,12.87241,0.001388,0.007464,0,0,-4.148049,0.000439,0,,,0,0,0,0.000439,0,0.000439,0,-0.255128,0.02249,-0.148451,0.060465,-0.32285,0.322854,-0.32329,0.321237
JR287J-S-CA,33.7385,20100531,201005,0,0.056743,0.221042,0.221042,0,0.224578,0,33.860025,0.024152,0,0.024152,0,14.161002,0,14.161002,0.051105,0,0.26552,53.332443,33.635447,0.003536,0,0,-5.897911,0,0,,,0,0,0,0,0,0,0.000149,-0.048892,19.699023,0.002213,0.147133,-0.05674,0.000174,-0.05674,0.200426
WNFT5Q-S-US,,20101231,201012,21.274246897402,49.2852253797568,11.9136516882202,11.9136516882202,5.55829517435717,28.3862527046747,8.57646052432949,43.6552105872289,18.7581140240527,2.03995370603331,16.5994062295577,0.09661349569768,24.2197957027122,2.13656720173099,24.2197957027122,-1.28831860689328,0,1.54542,15.67201135,5.77668193025713,10.1071805967896,,1.27278499897294,-193.896241131183,1.02618897323752,2.95073718109998,,,0,0.21649966038975,18.6946971321303,2.29897397221046,16.5316422292229,20.9936711043408,0.09223079702702,-27.3061410229694,19.4354148845167,-25.6246279655925,1.49510976233282,-25.71201,28.291554275416,-28.01098,9.628138680622
FK4PLM-S-CA,,20100930,201009,28.861,2.183,0.01,,0,,0,1547.354,,0,,363.442,1181.011,363.442,1181.011,-2.513,26.006,80.2699,14.713,0,2.496,0,0,800.767,0,0,,,6.069,0,0.042,0,,0.042,1.85,26.678,366.343,26.015,0,28.528,0.291,28.528,
G3B0W6-S-CA,110.556,20100930,201009,13.506685,15.108013,0.917438,0.912438,0.683429,4.849916,1.997371,7.716306,3.831767,0.008527,3.435293,0.01066,-0.071454,0.019187,3.873879,-0.905538,0.075359,-0.00314,22.7500562,0.306777,2.986421,0,0.567474,-19.961434,0.153778,1.178608,,,0,0.139355,5.283816,0.721252,1.619003,6.005068,0.01582,-3.143495,3.842427,-1.352794,0.012242,-0.88008,9.078205,-1.60133,1.018149
L426GG-S-CA,,20100331,201003,5.24628206744171,14.2800919616275,0.3429179,0.3266851,0.13087695,7.99161035,0,81.5982274,8.9909421,0,8.9909421,0,71.64447735,0,71.64447735,1.3617220079457,0,0.62839,114.013,73.60661705,6.84719795,0,,-40.0118229,5.32041905426341,0,,,0,0,1.51762773023251,5.32041905426341,0,6.83804678449592,0,-9.05997588953462,9.95375005,-1.88831266434103,5.50249077189907,-3.71339,7.44204517713157,-9.03381,-0.99933175
JDQW5V-S-CA,,20101031,201010,0,0.467149,0.275025,0.080367,0,0.33425,0,28.045892,0.052655,0,0.052655,0,27.993237,0,27.993237,-0.014446,0,0.67701,41.348535,0.005659,0.003426,0,0,-11.605208,0.002141,0,,,0,0,0,0.002141,0,0.002141,0,-0.455443,0.052655,-0.321755,1.736659,-0.46501,0.324455,-0.46715,0.281595
R02N0W-S-CA,,20100630,201006,0,9.826294,6.189396,6.189396,0,6.260136,0,32.694961,0.198549,,0.198549,0,30.307412,0,30.307412,0.185756,0,1.05402,28.754198,0.06187,0.014695,0,0,-14.783597,0.004383,0,,,0,0,0,0.004383,0,0.004383,0,-9.562347,2.387549,-0.869346,8.179622,-9.82191,8.9155,-9.82629,6.061587
DKHB0Q-S-CA,,20101231,201012,0,0.62122,0.048876,0.048876,0,0.070649,0,0.175264,0.057303,0,0.04002,0,0.117961,0,0.117961,-0.016216,0,0.05456,2.1618571,0.089272,0.012773,0,0,-9.815253,0.001902,0,,,0,0,0.184094,0.001902,0,0.185996,0.00209,-0.62758,0.057303,-0.587753,0.084455,-0.61932,0.435224,-0.62122,0.013346
WMB1X3-S-CA,3.36756,20101031,201010,0,2.491172,0.001036,,0,0.667791,,14.60103,1.326961,0.88907,0.437891,0,13.274069,0.88907,13.274069,-0.772449,0,0.60784,21.8382237,0.033594,0.388714,0,,-27.893375,0.011399,0,,,0,0,0.09524,0.011399,0,0.106639,0.007481,-11.407326,1.326961,-1.369781,6.879371,-2.47977,2.384533,-2.49117,-0.65917
B019H7-S-CA,,20100930,201009,0,0.828909,0.357409,0.226833,0,0.363187,0,5.367904,0.03141,0,0.03141,0,5.336494,0,5.336494,0.052207,0,2.84194,1.877766,1.796534,0.005778,0,0,-19.658154,0.010481,0,,,0,0,0,0.010481,0,0.010481,0,-0.839883,0.03141,-0.535695,0.870272,-0.81843,0.818428,-0.82891,0.331777
W922FP-S-CA,,20100831,201008,23.176649,23.370045,0.00719,,0,0.00719,,0.00719,1.25116,0.89892,0.35224,0,-1.24397,0.89892,-1.24397,-1.325341,0,-0.03444,36.120249,,,0,,-6.685379,0.500349,0,,,0,0,21.119658,0.500349,0.087838,21.620007,1.316651,-2.343103,1.25116,-2.407969,0.311965,0.30695,1.497639,-0.1934,-1.24397
FFRZXC-S-CA,6.52828,20101231,201012,0.188088,0.238565,0,0,0.0445,0.070569,0.038693,0.161737,0.111575,0.037742,0.043462,0.061975,-0.011813,0.099717,-0.011813,0.070225,0,-0.00151,7.797988,0.052475,0.019129,0,0.012673,-0.781333,0.012619,0,,,0,0.017925,0.077347,0.025292,,0.102639,0.010104,-0.026295,0.17355,0.015341,0.014525,-0.02519,0.135249,-0.05048,-0.041006
HVVN8T-S-CA,1.78569,20101231,201012,0,12.038,48.144,10.087,0,52.264,200.821,398.312,15.216,0,2.68,70.364,231.224,70.364,231.224,-1.585,0,13.83858,16.70865435,9.479,3.338,0,0,-169.492,0.918,0,,,0,0,5.026,0.918,0.651,5.944,0,-80.722,167.088,-11.038,49.628,-11.12,3.342,-12.038,37.048
MXQ7HC-S-CA,2734.24,20101031,201010,2091.6,1839.1,36.3,,82.9,633,857.2,2594.7,445.9,17.8,358.2,712.9,1247,730.7,1247,-153.8,35.3,15.39443,81.003337,918.3,474.5,16.9902912621359,42.1,784,112,678.1,32.3,,28.3,105.5,1449.1,154.1,0,1603.2,39.7,146,1346.9,164.2,126.8,406.6,235.9,252.5,187.1
SC2L3Q-S-CA,1.48605,20100731,201007,0,0.35327,0.003377,0.003377,0,0.027365,0,0.027365,0.949002,0,0.949002,0,-0.921637,0,-0.921637,0.23996,0,-1.28634,0.71647909435536,0,0.023988,0,0,-18.023609,0,0,,,0,0,0,0,0,0,0,-1.138647,0.949002,-0.113272,0.026042,-0.35327,0.35327,-0.35327,-0.921637
LP314T-S-CA,693.836,20101031,201010,0,7.696307,67.000512,65.965004,0,67.658575,,165.464259,2.518567,0,2.518567,0,162.945692,0,162.945692,0.397208,0,2.01539,80.850743,97.432981,0.658063,0,0,-36.225108,0.010816,0,,,0,0,0,0.010816,0,0.010816,0,-6.267447,2.518567,-3.068664,39.31723,-7.68549,5.679263,-7.69631,65.140008
J9BBXT-S-US,8973.28,20101231,201012,1613.683,760.443,120.556,114.825,81.871,561.767,691.432,4358.247,512.313,0,181.737,350,2609.832,350,2609.832,-44.927,25.499,30.61935,85.234721,3078.937,310.968,4.76190476190476,,725.651,,691.432,,,25.499,44.45,266.145,311.544,,577.689,7.398,574.782,1748.415,1130.432,1011.633,1164.784,60.973,853.24,49.4540000000001
KGRW5V-S-CA,61.2046,20100331,201003,0,0.586482,0.84609,0.84609,0,0.904417,0,10.489209,0.289352,0.125,0.164352,0,8.522904,0.125,8.522904,-0.063049,0,0.20055,42.497638,1.34031,0.027613,0,0,-4.734783,0.013063,0,,,0,0,0.041936,0.013063,0,0.054999,0.001188,-0.325968,1.966305,-0.588705,1.152241,-0.57342,0.190806,-0.58648,0.615065
R5RD6T-S-CA,,20100930,201009,0,0.749352,0.000668,0.000668,0,0.024065,0,0.516749,0.169422,0.034401,0.09961,0,0.347327,0.034401,0.347327,0.127412,0,0.03241,10.715973,0.242862,0.017883,0,,-14.816167,,0,,,0,0,0,0.001112,0,0.001112,0,-3.804834,0.169422,-0.452893,0,-0.74824,0.430027,-0.74935,-0.145357
HHGGPC-S-CA,2.1998,20100731,201007,1.06572,1.328098,3.406041,3.05176,0,3.647439,0,3.750758,0.159728,0,0.130228,0,3.59103,0,3.59103,-0.001715,0,1.49898,2.395654,0.103319,0.220469,0,0,2.05482,0.086278,0,,,0,0,0.269216,0.086278,0,0.355494,0,-0.227903,0.159728,-0.067692,0,-0.17609,0.09365,-0.26237,3.487711
PZGFJZ-S-CA,33.8744,20100228,201002,0,0.985353,0.56047,0.56047,0,0.601848,,5.939216,1.55018,0,0.724795,0,4.389036,0,4.389036,0.006633,0,3.22186,1.36226564779915,5.213836,0.034535,0,,-40.575272,,,,,0,0,0,0,,0,0.000586,-0.934518,1.55018,-0.837181,0.380511,-0.98535,0.804424,-0.98535,-0.948332
CGKSHW-S-CA,1.92321,20100331,201003,0,0.350146,0.13374,0.12364,0,0.237398,0,9.405918,0.203662,0.051582,0.15208,0,8.805837,0.051582,8.805837,-0.1737,0,2.25372,3.907245875,1.240008,0.05985,0,0,-6.300947,0.025835,0,,,0,0,0,0.025835,0,0.025835,0.00155,-0.420764,0.600081,-0.491318,0.214501,-0.32432,0.324311,-0.35015,0.033736
GPPG0Q-S,,20101231,201012,0,2.304272,0.567049,0.566549,0,0.608702,0,1.871558,0.387579,0.015995,0,2.11972,-0.636699,2.135715,-0.635741,0.010973,0,-0.08393,7.586411,1.182554,0.000021,,,,,,,0.015995,0,,0,0.015666,,0.015666,0.558386,-2.85961,2.507299,0.8497231404,0.388133,-2.2886,2.288606,-2.30427,0.221123
LVS644-S-CA,4.87345,20101231,201012,0,2.726634,3.599153,0.86646,0,4.320835,0,23.303344,0.238802,0,0.226973,0,22.819867,0,22.819867,-0.253309,0,1.1831,19.2882094,18.982509,0.721682,0,0,-15.37571,0.023964,0,,,0,0,0,0.023964,0,0.023964,0,-2.632287,0.483477,-1.895659,6.597326,-2.70267,2.70267,-2.72663,4.082033
TNZSWX-S-CA,4034.08,20101231,201012,4968.119,4746.648,0,0,319.263,590.995,1013.802,2996.795,1097.904,512.693,521.746,389.078,1217.377,901.771,1217.377,76.32,21.677,8.69281,140.044089,1037.428,250.737,84.2105263157895,,346.319,,850.382,15.769,,21.677,297.842,4087.143,141.785,0,4228.928,66.386,25.822,1694.582,283.668,162.304,363.256,517.156,221.471,-506.909
SGNR41-S-CA,107.798,20100531,201005,3.317073,6.059614,0.371262,0.371262,0.550975,1.48944,4.414882,5.973074,30.929727,24.140199,1.320185,0,-24.956653,24.140199,-24.956653,3.157297,0,-2.8728,8.68721356918,0.068752,0.390923,0,0.896244,-154.081806,0.022969,,,,0,0,0.571688,0.919215,0.393385,1.490903,3.279608,-5.532506,30.929727,-1.452809,0.141831,-1.82332,4.875403,-2.74254,-29.440287
LP4BN1-S-CA,4.31334,20100331,201003,1.004243,0.879835,1.537337,0.24804,0.04824,1.73738,0,16.360303,0.180887,0.016008,0.164879,0.030515,13.209401,0.046523,13.209401,-0.035228,0.045454,7.44177,1.775035,14.622923,0.151803,25,,10.593446,0.230142,0,,,0.045454,0.001477,0.450262,0.230142,0,0.680404,0,0.418765,3.150902,0.373199,0.95307,0.35455,0.14159,0.12441,1.556493
LRK5C8-S-CA,,20101031,201010,-0.273,2.828,15.161,3.803,0,,0,15.19,,0,,0,14.627,0,14.627,6.909,0,1.65277,8.85,,0.003,,0,2.842,0.172,0,,,0,0,0.038,0.172,,0.21,0,-3.047,0.563,6.263,0.012,-2.929,0.569,-3.101,
PRHR5K-S-CA,,20100430,201004,0,1.32017,2.128809,,0,2.15002,0,9.822855,0.108748,0,0.108748,0,8.938859,0,8.938859,-0.001204,0,1.09404,8.1705285,1.817147,0.007231,0,,-18.332174,,0,,,0,0,0.112514,0.012607,0,0.125121,0,-1.324125,0.108748,-0.527852,0.607237,-1.30756,1.195049,-1.32017,2.041272
JXR2KJ-S-CA,27.2862,20101231,201012,1.832373,1.787362,0.07529,0.07529,0.021105,0.307478,3E-6,0.307483,5.481444,4.922538,0.251345,0,-5.187971,4.922538,-5.187971,0.01939,0,-4.84319,1.0711886042136,2E-6,0.155158,0,0,-7.376435,0,0,,,0,0,0.465554,0,0.148833,0.465554,0.507912,-0.478714,5.495454,-0.038236,0,0.04501,1.321808,0.04501,-5.173966
NCBWL0-S-CA,2.01521,20100630,201006,0,0.129743,0.371878,0.371878,0,0.381543,0,0.38306,0.08095,,0.025946,0,0.30211,0,0.30211,0.015294,0,0.00955,31.646728,0.001517,0.006748,0,0,-3.867379,0.000649,0,,,0,0,0,0.000649,0,0.000649,0.000222,0.345648,0.08095,-0.114409,0.001256,-0.12909,0.017804,-0.12974,0.300593
MCVJKT-S-CA,,20101231,201012,0,0.648222,0.002721,0.002424,0,0.022376,0,0.022376,0.848464,0.14499,0.455781,0,-0.826088,0.14499,-0.826088,0.415028,0,-0.11021,7.4956624,0,0.014155,0,0,-17.255288,0,0,,,0,0,0.07224,0,0,0.07224,0.012827,-6.001993,0.848464,-0.168486,2.574556,-0.64822,0.575982,-0.64822,-0.826088
D8KK4Z-S-US,,20101231,201012,1020.767,959.234,108.303,8.219,34.195,203.934,44.588,1498.798,246.34,75.751,44.389,664.29,119.493,740.041,119.493,60.094,0,6.40624,18.652581,935.138,40.602,0,2.08,75.849,42.984,22.282,,,0,65.57,843.689,45.064,0,888.753,37.778,12.77,1379.305,109.402,9.908,106.597,52.541,61.533,-42.406
J1BNJC-S-CA,,20101231,201012,22.19824,27.802459,4.82482,4.73482,5.691618,14.125399,0,139.916543,22.727136,4.122441,14.11366,4.369773,76.320247,8.492214,76.320247,7.042962,0,0.18731,407.463445,120.455265,3.058584,0,,-82.103227,2.813,,,,0,7.416891,12.889592,2.813,0,15.702592,1.136668,-12.862506,62.550243,-0.443029,14.278492,-2.79122,12.099867,-5.60422,-8.601737
FRYJQH-S-CA,,20101130,201011,0.068697,2.273632,8.788722,8.779843,0,9.321637,0,30.840737,1.086523,0.466265,0.514785,1.647179,19.486007,2.113444,19.486007,-0.464897,0,0.4623,42.150338,10.657434,0.30467,0,0,-30.979677,0.115108,0,,,0,0,1.527477,0.115108,0,1.642585,0.049598,-2.250496,11.35473,-2.563506,0.049425,-2.08982,0.330085,-2.20493,8.235114
TQ775Z-S-CA,357.495,20101231,201012,1771.1,1397,864.6,331.9,195,1516.9,773.7,10721.5,602.6,86.3,384.3,3500.7,3510.2,3587,3510.2,17.5,42.4,11.89832,295.0165,8099.2,424.6,20,,720.3,,307.9,16.3,,42.4,64,753.1,257.9,0,1011,78.8,228.4,4843.6,509,1305.8,632,386,374.1,914.3
S6S2HF-S-US,,20101231,201012,130.572,116.541,139.472,54.41,5.235,189.911,21.965,241.074,67.151,0,3.893,0,166.084,0,166.084,14.532,0,5.90289,28.136058,9.235,37.25,0,0.202,-21.739,3.577,15.135,,,0,0.017,26.626,3.577,18.789,30.203,0.017,19.977,74.99,36.425,5.403,17.608,86.338,14.031,122.76
DBNQG4-S-CA,,20100630,201006,52.401062,46.520189,63.777388,63.504632,0,71.386978,0,349.196668,11.457692,0,11.361226,0,291.52028,0,291.52028,-1.968528,0,0.90339,322.694894,277.80969,7.377035,0,0,-13.280308,28.597384,0,,,0,0,10.656194,28.597384,0,39.253578,0.947256,8.1969,57.676388,33.803996,45.842345,34.47825,7.266611,5.88087,59.929286
WYDDM7-S-CA,,20100430,201004,0,0.130997,0.274639,0.077484,0,0.284344,0,1.565462,0.074974,0,0.074974,0,1.368388,0,1.368388,0.065696,0,0.03736,36.631719,1.166118,0.007705,0,0,-3.73908,0.0036,0,,,0,0,,0.0036,0,,0.00607,-0.226279,0.197074,-0.063573,0.196067,-0.1274,0.061223,-0.131,0.20937
CCFTKW-S-CA,22.5833,20100331,201003,0,0.177062,0.009794,0.009794,0,0.072707,0,0.582886,0.49726,0,0.282344,0,0.085626,0,0.085626,0.005601,0,0.15324,0.5587601,,0.010278,0,0,-0.655591,0,0,,,0,0,0,0,0,0,0,-0.177062,0.49726,-0.031896,0.106952,-0.17706,0.177062,-0.17706,-0.424553
BJ289M-S-CA,,20101031,201010,121.931876,122.313736,4.832659,4.832659,1.993818,11.100526,1.173838,12.829132,9.823912,0.007587,9.764295,0,3.00522,0.007587,3.00522,1.992318,0,0.63502,4.7324461,0.554768,4.132963,0,,-8.063447,,0.907342,,,0,0.014061,115.621789,0.344216,0.788273,115.966005,0.003095,-0.327787,9.823912,2.091122,0.263835,-0.03764,6.157864,-0.38186,1.276614
DG8R38-S-IN,106796,20100331,201003,32255.7,30406.9,596.5,439.5,8012.3,16766.7,1407.3,42094.9,8928.8,2007.4,5421.8,20054.1,12836.9,22061.5,12836.9,762.7,7.6,55.33661,231.978441,23483.6,8107.5,0,1.2,829.2,1727,506.5,37.7,,0,838.9,24833.7,1727,,26560.7,2574.7,499.5,29117.3,2473.1,1650.9,3575.8,3766.7,1848.8,7837.9
WT03PB-S-CA,13.8665,20100831,201008,0,0.648427,4.996461,4.173522,0,6.575828,0,14.741724,0.453484,0,0.453484,0,14.28824,0,14.28824,-0.035995,0,0.17143,83.349519,2.307431,0.567999,0,,-18.12064,0.006831,0,,,0,0,0.189832,0.006831,0,0.196663,0,-0.709415,0.453484,-0.136935,0.881538,-0.64159,0.180541,-0.64842,6.122344
J2H7CR-S-US,,20100731,201007,0,0.063764,0.000239,0.000239,0,0.000239,0,0.000239,0.646732,,0.136105,0,-0.646493,0,-0.646493,0.0017,0,-0.05474,11.809982,,,,0,-3.192315,0,0,,,0,0,0,0,0,0,0.000296,-0.064078,0.646732,-0.06236,0,-0.06376,0.011061,-0.06376,-0.646493
KV42YD-S-CA,10.9522,20101231,201012,0,1.464046,3.137745,3.137745,0,3.411615,0,33.94104,0.369013,0,0.369013,0,33.047362,0,33.047362,-0.147494,0,4.31737,7.6545052,0.219459,0.163583,0,,-15.535709,0.013725,0,,,0,0,0.01725,0.013725,0,0.030975,0,-1.21952,0.893678,-1.181496,1.6397,-1.45032,1.433071,-1.46405,3.042602
G35RR6-S-CA,0.894848,20101231,201012,3.230159,4.660425,0.041638,0.041638,0,0.488955,0,0.769428,1.494305,0.837823,0.589464,0,-2.109159,0.837823,-0.887951,-0.11221,0,-0.59199,3.5628238,0.280473,0.391562,0,0,-17.258258,0.075068,0,,,0,0,1.523361,0.075068,0.662239,1.598429,0.212136,-1.642402,1.657379,-1.486043,0.026432,-1.3552,2.270349,-1.43027,-1.00535
CLYX3M-S-CA,27.6781,20100831,201008,0.190844,0.955028,0.284207,0.284207,0,0.473664,0.036923,0.510587,0.381714,0.075,0.19537,0,0.128873,0.075,0.128873,-0.264912,0,0.00592,21.778383,0,0.171767,0,0.003277,-10.958983,,0,,,0,0,0.15063,0.003277,0.059668,0.153907,0,-0.307915,0.381714,-0.816388,0.04,-0.7609,0.801121,-0.76418,0.09195
MKH1DL-S-CA,11.2802,20100930,201009,0,0.276512,0.10373,0.10373,0,0.143752,0,0.768774,0.04952,0,0.029892,0,0.698956,0,0.698956,,0,0.06382,10.9523304,0.61364,0.016038,0,0,-10.124111,0.000422,0,,,0,0,0,0.000422,0,0.000422,0,-0.175152,0.069818,-0.14426,0.153422,-0.27609,0.237386,-0.27651,0.094232
F3J8Z6-S-CA,23.3338,20100228,201002,0,0.151662,0.01408,0.01408,0,0.015613,0,2.381833,0.063255,0,0.026223,0,2.318578,0,2.318578,-0.000186,0,16.04599,0.14449578,2.35222,0.001533,0,0,-2.652546,0,0,,,0,0,0,0,0,0,0.000693,-0.176576,0.063255,-0.152541,0.017094,-0.15167,0.004096,-0.15167,-0.047642
CCJBHC-S-US,,20101231,201012,94.071,80.589,135.291,135.291,0,166.027,1.83,193.307,17.573,0.387,1.162,0,112.554,0.387,174.582,-0.676,0,2.55186,44.106658,10.822,18.101,,0.279,-22.765,5.5,1.301,,,0,0.417,35.139,5.779,10.597,40.918,0.032,8.598,18.725,19.42,8.347,19.261,39.671,13.482,148.454
FXJB4K-S-CA,1.90295,20100630,201006,0,0.590468,0.034398,0.034398,0,0.173208,0,0.823697,2.241647,2.029832,0.183544,0,-1.41795,2.029832,-1.41795,-0.067644,0,-0.93125,1.52262837044,0.650489,0.127185,0,0,-40.188792,0,0,,,0,0,0,0,0,0,0.054606,-0.522026,2.241647,-0.538233,0.300857,-0.59046,0.414875,-0.59046,-2.068439
RBBKC7-S-CA,301.455,20100630,201006,64.075789,69.740361,34.499061,,0,63.479596,20.477801,124.292379,68.601309,0,8.183219,0,-2.631593,0,-2.631593,6.972917,0,-0.0562,46.82909,2.754271,13.888239,0,2.737602,-75.913491,1.3668,0,,,0,0,11.605284,4.104402,8.032503,15.709686,,-8.153881,126.923972,6.425183,8.683084,-1.56017,54.030675,-5.66457,-5.121713
LRJ166-S-CA,4.8897,20101231,201012,0,0.480574,0.98493,0.974072,0,1.026082,0,2.363368,0.057472,0,0.057472,0,2.305896,0,2.305896,-0.018573,0,0.28286,8.1520894,1.332286,0.036546,0,0,-7.386007,0,0,,,0,0,0,0,0,0,0,-0.572149,0.057472,-0.433998,0.308843,-0.48058,0.174276,-0.48058,0.96861
TZ34CW-S-CA,,20100331,201003,0,0.613927,0.048118,0.036618,0,0.121013,0,1.149554,0.316201,0,0.276201,0.203867,0.629486,0.203867,0.629486,0.008358,0,0.06616,9.515307,1.028541,0.056986,0,0,-16.154594,,0,,,0,0,0,,0,0,0.003866,-1.820974,0.520068,-0.247789,1.069981,-0.61393,0.613927,-0.61393,-0.195188
D79994-S-CA,91.8835,20101231,201012,111.131,103.499,47.964,37.964,0,81.525,0,242.65,20.186,0,18.832,0,201.095,0,201.095,10.701,5.079,11.09152,18.130513,158.625,33.339,90.3225806451613,0,175.636,20.873,0,,,5.079,0,69.162,20.873,0,90.035,0,5.701,41.555,37.441,31.837,28.505,13.464,7.632,61.339
V605LR-S-CA,,20101231,201012,1.838773,5.658707,0.14121,0.14121,0,1.097986,0,20.88539,16.223144,13.078376,3.110489,0.04231,2.851318,13.120686,2.851318,1.121182,0,0.84572,3.3714662,19.610577,0.89441,0,0,-34.301374,2.455689,0,,,0,0.068466,1.366793,2.455689,0,3.822482,1.364865,-12.514389,18.034072,-0.667537,1.124498,-1.36424,1.836225,-3.81993,-15.125158
JBFM8Z-S-CA,2.22005,20100228,201002,0,0.461182,0.6546,0.643927,0,0.710463,0,5.442362,0.198213,0,0.17018,0,5.244149,0,5.244149,-0.074215,0,0.5555,9.4404072,4.731899,0.052087,0,0,-5.071154,0.020234,0,,,0,0,0,0.020234,0,0.020234,0,-0.482246,0.198213,-0.483238,0.295711,-0.44095,0.440948,-0.46118,0.51225
