FS_PERM_SEC_ID,FF_MKT_VAL_CURR,DATE,FF_FPNC,FF_SALES,FF_OPER_EXP_TOT,FF_CASH_ST,FF_CASH_ONLY,FF_INVEN,FF_ASSETS_CURR,FF_INTANG,FF_ASSETS,FF_LIABS_CURR,FF_DEBT_ST,FF_PAY_ACCT,FF_DEBT_LT,FF_COM_EQ,FF_DEBT,FF_SHLDRS_EQ,FF_WKCAP_CHG,FF_DIV_CF,FF_BPS,FF_COM_SHS_OUT,FF_PPE_NET,FF_RECEIV_ST,FF_DIV_PAY_OUT_PS,FF_AMORT_CF,FF_COM_EQ_RETAIN_EARN,FF_DEP_EXP,FF_GW,FF_PENS_EXP_NPP_NET,FF_DEBT_ST_NOTES_PAY,FF_DIV_COM_CF,FF_DEBT_LT_REDUCT_CF,FF_COGS_XDEP,FF_DEP_AMORT_EXP,FF_RD_EXP,FF_COGS,FF_INT_EXP_NET,FF_NET_INC,FF_LIABS,FF_OPER_CF,FF_CAPEX,FF_EBITDA_OPER,FF_SGA,FF_EBIT_OPER,FF_WKCAP
HKS27K-S-US,94.1031,20101231,201012,28.056,24.165,,,,,16.695,480.524,,17.275,,13.447,54.313,30.722,54.313,1.678,1.572,15.017,3.61676752506,12.525,,57.8282526399681,,6.952,,13.728,,,1.572,13.525,,2.076,,,1.052,2.711,426.211,9.225,1.51,,,,
T1N9J9-S-US,1458.45,20101231,201012,287.317,226.841,,,,,88.955,4445.281,,156.275,,114.222,486.383,270.497,486.383,10.118,20.595,18.29189,26.59009003309,112.019,,49.998647539875,,157.875,,83.329,,,15.076,11.134,,22.039,,,7.724,41.244,3958.898,93.193,4.365,,,,
MMCW7F-S,,20101231,201012,9.10557,4.439257,1.513152,1.513152,0,,2.055657,39.715994,,0.979334,,39.935544,-4.821116,40.914878,-4.821116,-0.038438,4.615783,-6695.99444,0.00072,0,0.06,,0.501706,-4.821116,1.005398,0,,,4.615783,0.926822,0.206823,1.507104,,1.713927,2.629466,4.666313,44.53711,6.134979,3.029299,8.80288,0.092264,7.29578,
WHQNFK-S-US,1612.28,20100531,201005,1352.151,1261.931,79.37,79.37,370.282,863.429,169.428,1501.042,325.55,100.833,114.906,336.191,746.906,437.024,746.906,63.97,,18.91668,39.484,334.43,238.466,0,4.567,419.287,34.363,111.544,2.45,,,25.581,1069.702,38.93,,1108.632,26.832,44.628,754.692,153.156,28.855,129.15,153.299,90.22,537.879
RK3780-S-US,3182.1,20101231,201012,1876.847,1682.086,72.022,72.022,814.484,956.168,206.211,1548.111,226.478,13.339,213.139,28.451,979.417,41.79,979.417,-687.452,2.929,12.22935,80.087395,204.912,69.662,3.3793103098692,3.1,809.084,42.327,202.379,,,2.929,15.683,858.036,45.427,0,903.463,3.096,118.376,568.694,49.261,87.636,240.188,732.123,194.761,729.69
R4RPP0-S-US,,20101231,201012,83.362422,69.751509,10.635678,10.635678,12.498862,32.691984,0.030402,33.630711,9.235984,0.019344,3.51526,0,24.394727,0.019344,24.394727,,,540301.27864,0.00004515023,0.666351,7.575841,0,,23.802953,,0,,,,,51.879381,0,0,51.879381,0.035501,8.675014,9.235984,,,13.61091,17.872128,13.61091,23.456
Q1KJQ2-S-US,114361,20101231,201012,35166.721,28176.94,7323.94,5520.861,3188.734,22317.529,28081.705,59462.266,17262.434,6394.766,1535.759,12523.517,22388.135,18918.283,22388.135,658.784,2671.475,14.47212,1546.983948,7970.956,7184.034,59.4594594594595,1416.855,18927.101,1207.45,15930.077,278,,2671.475,1673.998,11948.887,2624.305,3572.424,14573.192,801.135,4613,36985.802,8735.981,1015.075,9614.086,13603.748,6989.781,5055.095
D68LVD-S-US,2323.29,20101231,201012,154.319,176.154,,,,,5.217,2992.084,,80.198,,73.75,223.286,153.948,273.407,4.474,2.657,9.44257,23.646737,66.589,,0,,37,,0.956,,,0.021,2,,4.329,,,1.147,-3.989,2718.677,45.01,5.061,,,,
DF3N8D-S-US,16923.2,20100331,201003,85.713,110.789,58.265,4.788,9.211,82.668,40.149,129.57,18.064,0,3.764,0,107.956,0,107.956,3.564,0,2.88397,37.433064,6.753,13.516,0,1.469,-263.015,3.429,37.17,,,0,0,22.529,4.898,22.525,27.427,0,-19.024,21.614,-7.362,1.8,-20.178,83.362,-25.076,64.604
L7GJB9-S-US,2045.89,20101031,201010,3495.747,3384.608,39.446,39.446,0,608.756,659.757,1548.67,333.851,0,78.928,140.5,739.025,140.5,739.025,16.22,28.152,14.04047,52.635343,58.088,476.053,44.6280991735537,11.364,547.944,24.951,593.983,0.394,,28.152,487.935,3109.067,36.315,,3145.382,4.639,63.87,809.645,149.864,23.942,147.454,239.226,111.139,274.905
FFRVN7-S-US,396.441,20101231,201012,59.03,51.436,0.099,0.099,,28.638,0,182.909,37.539,0.152,26.589,140.94,-14.976,141.092,-14.976,6.736,0,-0.19595,76.427561,117.248,12.745,0,,-200.208,16.728,,,,0,13.641,19.929,16.728,,36.657,11.585,1.766,197.885,24.102,36.448,24.322,8.869,7.594,-8.901
VC4T6Q-S,,20101231,201012,3530.731,3427.424,58.715,9.357,510.785,893.461,,1316.631,620.074,26.941,419.609,292.617,328.338,319.558,328.338,-151.283,48.695,107.23471,3.061863,320.195,295.349,,,-9.41,38.299,,,,48.695,5.271,3086.418,38.299,112.736,3124.717,35.199,75.105,988.293,-28.204,35.969,141.606,302.707,103.307,273.387
PLZ1VJ-S-US,98.8295,20100630,201006,346.631,337.193,31.185,30.85,74.857,195.553,14.09,231.851,74.629,0,39.97,0.55,139.644,0.55,139.644,-25.037,5.067,5.49455,25.415,6.913,85.678,52.6315789473684,1.998,86.958,0.798,1.73,0.056,,5.067,,289.68,2.796,0,292.476,0.23,6.581,92.207,-14.474,8.018,12.234,44.717,9.438,120.924
K3DSPF-S-US,74.9028,20101231,201012,63.148933,60.168777,6.601416,3.601416,22.292909,42.627335,1.866231,49.581018,9.217559,0,5.67891,13.522,25.351811,13.522,25.351811,-4.515224,0.655832,8.2597,3.069337,2.215756,12.330665,27.1604938271605,0.114822,22.398714,0.755334,,0.215703,,0.655832,0,38.913353,0.870156,0.486778,39.783509,0.301304,2.572964,24.229207,-1.135084,1.054488,3.85032,20.385268,2.98016,33.409776
P46QMB-S-US,239.326,20101231,201012,56.812,46.336,,,,,9.66,968.667,,49.086,,71.499,93.754,120.585,93.754,-6.986,4.506,15.81454,5.928343,14.119,,53.5211267605634,,69.536,,5.972,0.803,,4.506,20.795,,2.342,,,3.281,8.419,874.913,8.908,1.089,,,,
B7YWWQ-S-US,3140.98,20100331,201003,1099.235,1001.366,224.104,224.104,,458.705,570.183,1403.306,255.056,42.106,42.774,458.629,574.4,500.735,574.4,-16.458,0,7.23426,79.4,236.839,170.617,0,106.864,482.243,60.7,470.261,-0.4,,0,104.521,664.905,167.564,6.8,832.469,22.48,44.549,824.809,239.282,84.973,265.433,168.897,97.869,203.649
G5L7T3-S-US,172.094,20101231,201012,2210.934,2197.201,31.796,29.032,14.591,246.976,0,301.305,206.998,0,200.772,0,90.155,0,90.155,9.576,2.277,21.37592,4.217596,47.589,192.485,32.9268292682927,0,78.04,,0,,,2.277,0,2176.34,11.817,0,2188.157,0.036,8.631,211.15,36.928,22.421,25.55,9.044,13.733,39.978
TWXSYP-S-US,,20100930,201009,1156.6,1096.7,696.9,518.1,106.4,1107.7,81.9,1474.5,288.7,0.3,97.2,650.8,429.6,651.1,429.6,-25.2,0,4.41975,97.2,146.5,252.5,,26.3,-898.4,35.2,6.1,3.4,,0,2.3,677.2,61.5,69.7,738.7,27.4,77.2,1040.1,136.6,29.4,121.4,358,59.9,819
DJH8TL-S-US,124022,20101130,201011,3779.831,2783.66,2468.015,685.885,0,3216.05,4170.628,8141.148,1068.088,8.799,52.432,1513.662,5192.387,1522.461,5192.387,-22.636,0,10.34552,501.897,448.881,554.328,0,156.7,5980.914,136.038,3641.844,,,0,1003.719,182.894,292.738,680.332,475.632,56.952,774.68,2948.761,1112.995,197.858,1288.909,2308.028,996.171,2147.962
VZTWM3-S-US,,20101231,201012,69.819,70.726,2.521,2.521,8.169,13.832,1.017,53.487,42.585,17.699,13.221,23.512,-34.117,41.211,-14.349,3.7,0,-0.67873,50.266061,35.864,2.497,0,0.452,-69.601,5.8,0,,,0,0.958,52.67,6.252,0,58.922,4.023,-5.066,67.836,5.214,2.532,5.345,11.804,-0.907,-28.753
T0NKXG-S-US,17923.2,20101231,201012,6494,5938,1789,606,632,3594,360,4964,1674,233,581,2188,1013,2421,1013,-1495,0,1.48316,683,700,968,0,61,-5468,322,323,,,0,1074,3211,383,1408,3594,199,471,3951,-412,148,939,2344,556,1920
NHVZSH-S-US,,20100930,201009,1.167289,3.652337,0.208376,0.208376,1.153845,1.42473,0,1.762902,6.394834,4.369263,0.455083,0,-5.75152,4.369263,-5.750878,-0.303063,0,-1.05885,5.431865,0.059023,0.045001,0,0,-91.121248,0.024431,0,,4.269263,0,0,0.743347,0.024431,0.04026,0.767778,1.841991,-3.012229,7.51378,-2.918266,0,-2.46062,2.884559,-2.48505,-4.970104
P22LH8-S-US,,20100331,201003,21.075,24.691,1.762,1.762,3.656,8.297,11.675,23.855,5.447,2.089,1.006,4.051,14.357,6.14,14.357,0.406,0,0.5861,24.495669,3.284,2.679,0,2.071,-35.831,1.168,4.579,,,0,0.434,10.891,3.239,4.738,14.13,0.304,-3.678,9.498,0.152,0.322,-0.377,10.561,-3.616,2.85
RS264P-S-US,2565.92,20101231,201012,1.301,11.235,2.109,2.109,0,2.501,,2.911,1.56,0,0.159,0,1.316,0,1.316,-0.267,0,0.65565,2.00716135,0.357,0.11,0,,-148.425,0.227,,,,0,0,0,0.227,7.264,0.227,0.002,-7.196,1.595,-5.483,0.078,-9.707,11.008,-9.934,0.941
F3PDR0-S-US,,20101231,201012,367.256,325.318,127.143,68.648,62.832,283,75.929,533.589,46.737,0,21.045,0,458.425,0,458.425,-6.099,0,11.64875,39.354,119.053,59.145,0,3.962,248.433,22.756,46.981,,,0,0,180.404,26.718,43.426,207.122,,39.506,75.164,65.976,16.173,68.656,118.196,41.938,236.263
X32LJH-S-US,43.2985,20101231,201012,290.13,282.55,8.862,,0,42.397,9.38,105.518,25.981,0.582,3.12,23.819,22.205,24.401,27.123,-5.698,1.547,3.86577,5.744,38.18,25.707,29.0540540540541,0.384,6.749,5.441,,,,1.203,4.278,251.681,5.825,0,257.506,1.634,3.963,78.395,10.056,6.363,13.405,19.68,7.58,16.416
MQ5VMK-S,,20101231,201012,450.78,406.331,0,0,63.906,123.283,0,962.716,261.462,159.038,83.156,200.457,296.404,359.495,296.404,52.207,20,296404,0.001,820.67,57.278,,,57.22,36.837,0,,,20,7.649,365.404,36.837,,402.241,16.713,18.64,666.312,102.791,16.674,81.286,,44.449,-138.179
TZ19X5-S-US,,20101031,201010,800.57,784.987,1.049,,72.978,167.438,10.316,350.796,96.891,1.542,72.564,185.259,56.63,186.801,56.63,-11.751,0,9.21757,6.143702,169.343,86.625,0,0.296,95.776,20.599,8.135,0.263,,0,1.572,667.801,20.895,1.8,688.696,15.206,-0.523,294.166,21.702,15.904,36.478,96.291,15.583,70.547
C36CC4-S-US,,20100630,201006,655.048,578.993,100.663,100.663,126.568,407.827,794.081,1356.14,167.875,21.817,28.803,880.03,150.984,901.847,150.984,-13.778,0,150984,0.001,101.662,141.595,,61.915,-194.382,20.781,445.874,,,0,5.59,291.314,82.696,76.123,374.01,69.637,-12.269,1205.156,82.051,21.015,158.751,204.983,76.055,239.952
FMDR6C-S-US,,20100131,201001,31.136,26.731,0,,7.743,15.874,0.816,21.476,13.548,7.933,2.717,0,7.72,7.933,7.72,-5.646,0,2.06886,3.731522,2.917,3.421,0,0.246,3.469,0.271,0.366,,,0,0.395,18.955,0.517,0.559,19.472,0.602,4.261,13.756,-0.032,1.991,4.922,7.259,4.405,2.326
KNLSBR-S,,20101231,201012,2373.1,1645.4,,231,,,716.4,73995.2,,685,,214.7,3458.3,899.7,3458.3,,0,62878.18182,0.055,87.4,,,,-1175,,716.4,7.8,,0,0,,3.4,,,2.9,436.9,70536.9,986.9,0,,874,,
H0LHHR-S-US,0.4193,20101231,201012,16.257902,18.477369,10.03266,,7.381986,18.34427,,18.483155,1.216702,0,0.502148,0,16.889753,0,16.889753,1.16027,0,15.66557,1.0781451,0.097818,0.888695,0,,-48.206031,0.062458,,,,0,,9.350534,0.062458,3.021784,9.412992,0,-1.901747,1.593402,0.234657,0.062439,-2.15701,9.064377,-2.21947,17.127568
PJNLKG-S-US,35840.4,20101231,201012,21191,16998,,2121,,,,104296,,431,,2607,11056,3038,11056,4223,535,11.77019,939.322,620,,22.9838709677419,,14194,60,0,36,,535,451,,82,,,149,2344,93240,6989,0,,3140,,
TG8ZJW-S-US,4975.23,20101231,201012,6896.6,6564.9,719.9,719.9,1233.5,3121,804.3,5436.9,1912.9,275,682.6,443,2658.4,718,2658.4,44.4,0,28.54089,93.143542,924.8,908.5,0,18.4,1738.3,135.9,632.7,31.7,,0,170,5498.9,154.3,219.6,5653.2,64,220.5,2777.7,438.7,167.1,486,911.7,331.7,1208.1
B4K9HM-S-CA,,20101231,201012,10835.8599536678,9741.9737111968,539.55195,539.55195,2486.1123,6949.5881,3062.4293,12636.24705,4257.79025,419.3203,1009.5484,2104.5507,5313.04655,2523.871,5313.04655,-668.48603706563,17.5104200772199,33.62688,158,2085.67135,2500.0234,2.38778012078802,62.8315073359066,3337.67035,281.196745945943,2447.35995,9.27022239382229,,17.5104200772199,17.5104200772199,7894.10938069489,344.028253281849,0,8238.13763397674,110.212644015443,752.948063320455,7315.2513,592.2642084942,454.240897297292,1437.91449,1457.48496525095,1093.88624,2691.79785
B05NTB-S-US,,20101231,201012,562.002,486.014,60.71,60.71,26.82,238.073,35.61,474.679,74.052,15.835,13.633,81.305,245.756,97.14,245.756,-5.955,0,6.50097,37.8029932439401,200.875,138.406,0,,156.931,,20.291,,,0,16.467,392.186,24.602,0,416.788,5.924,44.115,228.923,70.362,49.29,100.59,69.226,75.988,164.021
P7M7WC-S-US,35074.8,20100930,201009,9026,7583,374.3,374.3,571.6,3033.8,1200.3,13505.9,2244.1,468.5,662.2,3659.8,5546.9,4128.3,5546.9,-442.7,398.7,25.94399,213.802865,7051.3,1847.9,40.7484407484408,25.7,7852.2,837.7,914.6,109,,398.7,436.4,5648,863.4,114.7,6511.4,121.9,1029.1,7808.3,1522.4,1030.9,2306.4,1071.6,1443,789.7
DR9JQV-S-US,,20100331,201003,3864.005,3440.972,47.001,47.001,333.961,711.335,1322.028,4495.932,475.643,58.729,157.566,1499.384,1795.544,1558.113,1795.544,58.881,62.526,21.57432,83.226,2427.996,197.404,35.3383458646617,22.231,1332.759,212.718,1109.276,,,62.526,1714.992,1732.424,234.949,,1967.373,54.389,196.3,2700.388,600.047,252.828,657.982,1473.599,423.033,235.692
GQJ0NL-S-US,,20101231,201012,430.632,372.331,124.775,124.775,85.854,306.928,84.1,454.898,96.079,4.823,46.61,7.571,334.806,12.394,334.806,6.59,0,18.99521,17.625812,59.653,64.968,0,5.288,10.189,9.035,53.815,,,0,4.058,283.936,14.323,20.775,298.259,0.903,39.702,116.331,66.706,28.043,72.624,74.072,58.301,210.849
F5YW44-S-US,1419.8,20101231,201012,5968.3,6014.1,216.8,216.8,448.7,1404.1,37.3,4188.6,844.5,0.7,553.1,650.6,644.7,651.3,644.7,-120.5,22,5.86161,109.98679,2033.2,482.8,,16.8,-1188.4,197.1,37.1,22.5,,22,506.3,5589.4,213.9,9.7,5803.3,33,-128.4,3547.5,-132.4,266.3,168.1,210.8,-45.8,559.6
GRS8JF-S-US,2333.39,20101231,201012,86.409,74.415,41.623,41.623,18.917,73.613,3.122,111.116,21.94,0,4.894,1.125,86.752,1.125,86.752,-5.663,0,0.92314,93.975334,32.731,11.27,0,,-115.387,3.533,,,,0,9.439,40.411,5.03,6.975,45.441,0.942,21.824,24.364,12.282,4.71,17.024,28.974,11.994,51.673
VZ4CQ1-S,,20101231,201012,619.772,531.389,16.91,,44.404,264.967,0,1167.652,346.987,75,83.515,200.793,327.319,275.793,327.319,10.128,37.367,165.97889,1.972052,782.665,143.842,,,292.815,44.042,0,13.293,,37.367,0.729,316.988,44.042,0,361.03,13.086,46.883,840.333,94.434,92.099,132.425,128.83,88.383,-82.02
B2H6CL-S,,20101231,201012,5976,4487,172,18,737,1822,0,17994,1104,200,273,5987,5393,6187,6078,-401,625,176.60254,30.5375,13865,602,,,2022,,0,-19,,586,250,2043,694,0,2737,306,746,11916,1373,903,2183,1418,1489,718
MLH8ZX-S-US,0.0548064,20100630,201006,14.6324,16.3254,0.4005,0.4005,1.2225,6.7426,13.3456,20.4962,10.1315,6.3461,1.9171,0.005,4.341,6.3511,9.9842,-0.6895,0.0185,7.44358,0.5831875,0.2338,2.4939,0,0.5168,-103.0147,,12.5754,,0.128,0,0.5516,8.6644,0.5349,0.3,9.1993,0.8623,-2.5588,10.512,-3.6867,0.0372,-1.1581,7.1261,-1.693,-3.3889
FLFZFF-S-US,7737.21,20101231,201012,3832.3,3345.5,1269.6,89.5,45.1,1662,,5016.6,1424.7,221.2,60.2,1313,1105.4,1534.2,1105.4,-85.8,0,7.69264,143.695872,3117.1,120.1,0,0,566.1,230.5,,53.3,,0,321,2760.5,230.5,0,2991,102.1,251.1,3911.2,553.7,183,717.3,153.8,486.8,237.3
M3RBH2-S-US,2087.15,20101231,201012,914.356,829.072,122.301,122.301,156.171,506.792,119.798,1278.293,165.855,1.599,44.294,423.647,426.26,425.246,426.26,-14.55,14.885,13.6649,31.193779,488.121,199.369,41.025641025641,8.549,403.048,54.447,115.616,14.05,,14.885,92.448,511.704,62.996,57.163,574.7,20.109,37.636,852.033,99.572,31.591,148.28,254.372,85.284,340.937
C8SHKM-S-US,10257.8,20101231,201012,2362.764,1940.958,529.65,529.65,389.21,1348.198,407.002,3068.081,364.177,8.983,175.183,851.927,1416.074,860.91,1416.074,-85.788,49.643,15.46034,91.594,1006.313,384.934,15.9090909090909,13.1,1560.519,82.478,272.238,17.589,,49.643,424.123,1521.264,95.578,58.394,1616.842,25.533,323.72,1592.335,331.309,75.478,517.384,324.116,421.806,984.021
DMSBGC-S-US,,20100930,201009,1597.233,1372.018,301.978,,171.306,804.104,688.715,1878.275,283.424,4.381,122.716,150.241,1324.612,154.622,1324.612,-77.893,32.495,13.40566,98.809923,247.049,315.332,20.2380952380952,2.443,902.902,26.658,521.204,,,32.495,0.17,733.456,29.101,16.7,762.557,3.814,155.136,551.035,137.471,25.833,254.316,596.178,225.215,520.68
P46K95-S-US,1864.36,20101231,201012,241.35,176.159,505.787,482.787,0,,0,1679.3,,508.275,,738.136,340.354,1246.411,340.354,-7.215,38.295,66.65849,5.105936,,179.904,57.6479631053036,6.116,304.055,25.227,0,,,38.295,68.619,78.652,31.343,,109.995,58.372,66.429,1335.524,76.022,42.31,154.906,7.792,123.563,
SFCD55-S-US,,20100731,201007,0.01875,2.221367,1.549489,1.228236,0,2.026938,0,2.241595,16.998908,0.005353,0.507892,0.844274,-21.614994,0.849627,-21.614994,-1.276979,0,-0.45684,47.31388,0.032594,0,0,,-123.119217,,,,,0,0.004299,0,0.078172,0.51787,0.078172,0.125787,-14.186965,23.856589,-2.824126,0.002748,-2.12445,2.143195,-2.20262,-14.97197
K7ZRFN-S-US,256.271,20100930,201009,79.792,76.327,12.365,10.926,18.601,37.441,0,188.817,7.912,1.281,1.988,72.179,105.237,73.46,105.237,0.384,1.014,14.26169,7.379,124.973,5.461,,0,88.72,7.221,0,,,1.014,136.329,62.648,7.221,0,69.869,6.879,-0.623,83.58,7.113,8.203,10.686,6.458,3.465,29.529
MVM6GB-S-US,9831.16,20101231,201012,1002.908,703.283,,76.741,,,142.312,6554.599,,0,,298.923,2908.868,298.923,2908.868,,0,325.30814,8.94188508,19.5,,0,,1900.358,,48.1,-6.3,,0,0,,33.816,,,4.698,198.502,3645.731,60.868,6.607,,325.346,,
R02HRR-S-US,,20101231,201012,3902.9,3016,561.6,537.1,259.7,1515.6,506,12075.8,790.9,15.5,383.4,4686,3441.7,4701.5,3441.7,-148.7,101.8,20.24845,169.973544,9163.2,408,24.7933884297521,12.4,1307,311.1,367.3,45.9,,101.8,1072.7,1733.6,323.5,,2057.1,316.4,411.7,8634.1,816,950.5,1210.4,732.9,886.9,724.7
CC1SML-S-US,,20101231,201012,4919.4,3626.6,2740.3,1991.2,229.4,3993.7,3034.6,8308.1,1528.4,670.6,222.5,1534.2,4757.7,2204.8,4757.7,-68,60.6,15.57221,305.525,875.9,647.3,,138,2225.9,119.1,2038.6,23.1,,60.6,0,602.9,257.1,761.6,860,95.1,0.6,3527,463.9,157,1549.9,2766.6,1292.8,2465.3
P6MG4G-S-US,,20100630,201006,778.191,582.702,153.392,153.392,42.806,476.409,195.201,913.176,174.553,42.543,23.775,131.25,541.799,173.793,541.811,-51.609,0,9.96101,54.392,114.451,207.365,0,10.3,303.1,63.6,161.153,,,0,35.337,225.306,73.9,80.301,299.206,9.557,108.217,368.984,129.125,11.611,269.389,283.496,195.489,301.856
NRVJXT-S-US,,20101231,201012,478.855,436.428,97.162,97.162,0,180.858,287.748,816.201,85.261,9.709,15.541,643.556,2.191,653.265,2.191,-4.382,0,0.2085,10.5083656,311.684,66.55,0,12.439,-11.176,92.321,193.126,,,0,17.086,264.558,104.76,0,369.318,46.942,-32.653,802.542,104.928,66.685,147.187,67.11,42.427,95.597
GV0XBS-S-US,,20101231,201012,,,33.263,14.462,0,34.744,,49.749,4.12,0,0.068,0,45.629,0,45.629,,,5.54073,8.235195,0.002,0.875,,,,,0,,,,,,,,,,,4.12,,,,,,30.624
FWHMPT-S-US,,20101231,201012,659.665,647.478,20.94,,42.14,219.067,80.232,1075.656,140.247,15.215,46.042,478.225,414.528,493.44,448.711,-1.584,2.548,5.62283,73.722347,723.234,144.96,0,7.02,-16.133,84.118,46.333,,,0,42.168,498.12,88.924,0,587.044,45.825,-39.512,626.945,54.916,102.155,101.111,60.434,12.187,78.82
CZH6KY-S-US,26.3201,20101231,201012,0.849539,5.881638,3.790352,,0,4.185861,0,4.228056,0.616639,0,0.185643,0,3.611417,0,3.611417,-0.316019,0,0.04911,73.531578,0.02494,0.010703,0,,-89.525316,0.009736,0,,,0,0,,0.009736,2.707909,,0,-5.023912,0.616639,-4.996856,0.026184,-5.02236,5.871902,-5.0321,3.569222
XKV56X-S-US,17112.5,20100930,201009,1071.849,873.145,459.385,459.385,125.059,789.865,498.096,1564.052,204.324,50,111.967,24.743,1316.596,74.743,1316.596,-55.432,0,7.30375,180.263,204.363,175.232,0,6.136,-327.86,46.573,485.587,0.1,,0,80.709,568.443,52.709,134.14,621.152,4.246,137.294,247.456,222.962,88.929,251.413,251.993,198.704,585.541
M09YL7-S-US,26.0298,20101231,201012,9.862726,9.698116,0.518082,,0.052657,1.141768,0,1.165556,7.257488,1.367561,0.788137,0,-6.091932,1.367561,-6.091932,0.193006,0,-1.50503,4.04770206,0.023788,0.565609,0,0,-8.697717,0.024616,0,,,0,0.085907,7.607552,0.024616,0,7.632168,0.478923,-2.109874,7.257488,0.46893,0.014706,0.18923,2.065948,0.16461,-6.11572
GKXSD3-S-US,,20101231,201012,123.81,129.141,14.779,9.697,28.42,61.36,1.033,66.705,53.051,19.366,12.494,0.408,11.789,19.774,11.966,-0.119,0.106,0.7941,14.845785,0.547,15.551,0,0.151,-46.972,0.119,1.033,,,0,0.233,123.434,0.27,0,123.704,1.012,-8.49,54.739,0.593,0.116,-5.061,5.437,-5.331,8.309
QLMMTM-S-US,,20101231,201012,1954.426,1092.925,2839.432,2785.013,146.524,3531.01,,3759.837,696.487,0,86.061,500,2323.652,500,2323.652,-55.676,67.774,7.27291,319.494,164.155,363.614,8.83534136546185,0.835,1414.344,26.7,,,,67.774,2.866,572.946,27.535,264.649,600.481,3.843,782.884,1436.185,856.695,17.442,889.036,492.444,861.501,2834.523
WKT4G3-S-US,942.452,20101231,201012,-1586.321,-1706.276,,14.095,,,,29047.113,,805.632,,16309.286,-2008.536,17114.918,-2008.536,,0,-6.52087,308.016764,,,,,-4042.335,,,,,,400.206,,3.645,,,164.485,-753.199,30401.341,-2087.013,0,,194.778,,
N147SZ-S-US,,20101231,201012,0,0.102165,0.975507,0.975507,0,0.975507,0,0.975507,0.011834,0,0,0,0.963673,0,0.963673,,0,0.20652,4.666185,,0,0,0,-5.083196,0,0,,,0,0,0,0,0,0,0,-0.097092,0.011834,-0.097092,0,-0.10216,0.102165,-0.10216,0.963673
XLYFL2-S-US,,20100331,201003,2417.739,2304.124,495.343,,8.222,594.2,1991.987,3653.177,451.028,10.463,175.142,1879.677,760.559,1890.14,760.559,54.173,329.981,760559000,1E-6,863.532,27.282,,13.934,-64.952,174.408,1814.738,1.727,,329.981,444.923,1001.486,188.342,0,1189.828,132.11,77.324,2892.618,258.015,103.795,301.957,503.522,113.615,143.172
P1XTCS-S-US,,20101231,201012,852.538,784.006,27.262,27.262,107.515,361.564,113.499,799.093,112.475,,53.167,236.171,398.574,236.171,398.574,-39.582,22.358,12.75566,31.246825,260.488,202.442,74.6005760822264,5.056,283.189,31.25,70.909,2.323,,22.358,1201.281,599.402,36.306,9.231,635.708,9.725,30.347,398.657,48.1,47.305,104.838,148.298,68.532,249.089
PQCHZH-S-US,19869.3,20101231,201012,33935,30143,1608,1608,1452,8780,2408,35396,7613,46,4274,5537,16689,5583,16689,109,131,49.42242,337.68078,21127,4718,6.16165723933109,,14254,2554,2408,105,,131,180,25906,2554,,28460,361,2125,18587,4530,5492,6346,1683,3792,1167
QNWXWL-S-US,7485.55,20100331,201003,1952.016,1810.468,371.503,244.118,52.837,677.463,0,3922.114,407.758,111.701,296.057,1235.934,812.911,1347.635,812.911,82.238,12.856,41.45858,19.607788,1948.388,192.926,0,7.569,969.017,229.629,,,,0,306.023,1416.319,237.198,0,1653.517,93.347,65.623,3109.203,399.872,259.491,378.746,156.951,141.548,269.705
W00PPK-S-US,,20101231,201012,630.303,611.249,39.584,35.584,2.868,112.042,42.43,177.364,96.304,0,23.691,0,55.764,0,55.764,-13.041,2.169,6.0088,9.280382,11.04,52.481,22.8571428571429,0.273,15.656,3.2,40.772,,,2.169,0,575.617,3.473,0,579.09,0,9.882,121.6,9.21,4.89,22.527,32.159,19.054,15.738
MHKHZV-S,,20101231,201012,22150,21999,4937,615,542,6744,0,22422,11214,1575,1073,6592,-6336,8167,-6336,299,0,-6336000,0.001,12583,988,,121,-7452,814,0,829,,0,918,17607,935,,18542,638,-469,28758,1050,1622,1086,976,151,-4470
P6L7VB-S-US,17.1316,20101231,201012,201.628,197.587,3.267,0.867,38.606,66.893,0,123.23,31.819,6.126,8.829,5.851,50.147,11.977,50.147,-7.242,0,1457.1868,0.03441357,29.891,22.518,0,0.694,46.769,3.8,0,0.983,,0,1.244,144.415,4.494,1.7,148.909,0.922,4.23099999999999,72.141,2.78,2.001,8.535,48.678,4.041,35.074
RFPT62-S-US,,20101231,201012,6558.8,5762,864.7,864.7,2088.3,4343,6651.3,12675.3,2106.9,643.5,513.4,3637.4,5666.2,4280.9,5671.1,-44.7,116.2,36.98274,153.212023,1432.1,947.4,24.0506329113924,34.9,7499.3,210.2,3602.4,38.9,,116.2,166.5,3472.7,245.1,70.7,3717.8,233.4,487.6,6987.3,770.6,223,1041.9,2044.2,796.8,2236.1
NGRWRH-S-US,,20100331,201003,6.973752,7.806366,3.440493,3.440493,0,4.783814,0.680625,5.656006,0.93637,0.019744,0.244495,0.007801,4.711835,0.027545,4.711835,-0.196744,0,0.99094,4.7549,0.17178,1.23754,0,,0.175809,0.104056,0.145,,,0,0.018052,4.699201,0.173431,0,4.872632,0.003643,-0.823142,0.944171,-0.845855,0.040343,-0.65918,2.933734,-0.83261,3.847444
